path,name,kind,written_in,screen,language,encoding,runs,run_note,description,source,disks,sha256
programs/vvv/MORBOJ.BAS,MORBOJ.BAS,source,,,,,,,"Sea battle («МОРСКОЙ БОЙ») against the computer, Voronkov Soft Ware, Voronezh: title card, then BLOAD of the MORBOJ.SCR screen (so .SCR files are BASICO BLOAD screen images); two 10x10 grids lettered а-к, you place 20 ship cells with the arrow keys and ВК, the computer places its own at random; alternate shots with sound, «БРАВО, КАПИТАН!» / «МАЗИЛА!» / «СТРЕЛЯЮ Я», victory with «призовая музыка» (a 35-note tune in DATA) or defeat with a dirge. Sprites in MORBOJ.SPT",read from the source 2026-09-05,2,3c009758d04cd6523f7c2952ed4e6c8d4472430a63069f84ba0c94e6d5d0424c
programs/vvv/MORBOJ.SCR,MORBOJ.SCR,data,,,,,,,"Screen dump (16384 bytes = the whole video RAM, 320x200): the «МОРСКОЙ БОЙ» title screen of MORBOJ.BAS - a plane over the sea, ships, explosions, the footer «VORONKOV COMPUTER'S SECURITY Ltd.» (V. V. Voronkov's sea-battle game)",rendered from the VRAM layout 2026-09-05,2,343a89a56417b4324179a018ca5c6bf4b8f24b42bedcef86a8c360cc39666c5a
programs/vvv/MORBOJ.SPT,MORBOJ.SPT,data,,,,,,,"Sprite table of MORBOJ.BAS (SPRITE BLOAD ""MORBOJ""): the ships and shots of the sea battle, 2560 bytes",bytes 2026-09-06,2,0caa96a52ebc058d120f84b1421c64a7170c617ef68a494ca7202f576de7bb78
programs/vvv/MUZ.PAS,MUZ.PAS,source,,,,,,,"computes the frequencies of every note of nine octaves (equal temperament from A=440 Hz, sharps and flats) and writes them to MUZ.DAT - the table behind the music-editor screen `MUZRED.SCR` beside it",read out of PROGS.DSK 2026-09-06,,
programs/vvv/MUZRED.SCR,MUZRED.SCR,data,,,,,,,"Screen dump (16384 bytes = the whole video RAM, 320x200): the «МУЗЫКАЛЬНЫЙ РЕДАКТОР» screen - a piano keyboard with the note frequencies in hertz per octave, signed «COMPOSED BY VORONKOV V.V. - VORONEZH 21-6-1993». V. V. Voronkov's own music editor of 1993 (the program itself did not survive) - not the FMG editor that ZASTM.EXE advertises",rendered from the VRAM layout 2026-09-05,2,20a37f2bc825368cf3958303ef4fa070e36d634fb485bd790f14b6fe6c1f70fe
programs/vvv/NC.PAS,NC.PAS,source,,,,,,,"a Norton-Commander look-alike in the making: two panels, the F-key bar, Tab and the cursor keys - over a hard-coded mock directory of DOS names, no disk reading yet",read out of PROGS.DSK 2026-09-06,,
programs/vvv/PR.PAS,PR.PAS,source,,,,,,,"scans the I/O page 160000..177777, writing each byte back changed and recording in ADR.DAT the addresses that responded",read out of PROGS.DSK 2026-09-06,,
programs/vvv/QUEUES.PAS,QUEUES.PAS,source,,,,,,,"Unit Queues - a pointer queue in Turbo Pascal syntax (Interface/Implementation), signed «Составитель Воронков В. ПММ 2 к. гр. эк. киб.»: a university exercise that OMSI Pascal cannot compile",read out of PROGS.DSK 2026-09-06,,
programs/vvv/RAMKA.PAS,RAMKA.PAS,source,,,,,,,"RAM(x1,y1,x2,y2,type,c): draws a text frame in one of five pseudo-graphic styles",read out of PROGS.DSK 2026-09-06,,
programs/vvv/RAZLMN.PAS,RAZLMN.PAS,source,,,,,,,factors an entered number into primes,read out of PROGS.DSK 2026-09-06,,
programs/vvv/REDUMP.PAS,REDUMP.PAS,source,,,,,,,the inverse of DUMP: reads an octal listing back into a binary file (unrelated to REDUMP.SAV of `../../software/development/debug/`),read out of PROGS.DSK 2026-09-06,,
programs/vvv/REN.BAS,REN.BAS,source,,,,,,,"BASIC: re-encodes UKCALC.LST into UKCAL2.LST, moving the KOI-7 Cyrillic codes 64..126 up by 128 (KOI-8)",read out of PROGS.DSK 2026-09-06,,
programs/vvv/SAVTXT.PAS,SAVTXT.PAS,source,,,,,,,"turns any file into a text-shaped one: keeps the printable bytes, breaks lines at 78",read out of PROGS.DSK 2026-09-06,,
programs/vvv/SOUND.PAS,SOUND.PAS,source,,,,,,,"SOUND(K,T): a tone through the sound port (177524/177526, gated by 177604) - plays sixty rising notes",read out of PROGS.DSK 2026-09-06,,
programs/vvv/STARS.PAS,STARS.PAS,source,,,,,,,"a starfield: thirty dots fly out of the centre of the graphics screen and respawn, until the keyboard flag at 177440 changes",read out of PROGS.DSK 2026-09-06,,
programs/vvv/STONH.PAS,STONH.PAS,source,,,,,,,"Not graphics: a calculation of machining conditions - DZ=120, L=1000, feed S, tool life, piece time TSHT and the output rate Q=TS/TSHT for three variants - a technology-course exercise",read 2026-09-06,2,76774a3b1956c1f6b9818e6ad5c0a869ace2ca0b003f28662fad4a7f184a762c
programs/vvv/STRVER.PAS,STRVER.PAS,source,,,,,,,"STRVERIF: checks a formula string over X, Y, T, P with the function letters S C N L E A Q - the verifier of the formula editor FORMUL.PAS beside it",read out of PROGS.DSK 2026-09-06,,
programs/vvv/TR.PAS,TR.PAS,source,,,,,,,"writeident: reads a Pascal source, collects its identifiers into a binary tree with counts and prints them sorted (a stack-driven walk)",read out of PROGS.DSK 2026-09-06,,
programs/vvv/ZAKRAS.PAS,ZAKRAS.PAS,source,,,,,,,"fills the graphics screen with random pixels, forever",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/DATSPR.SAV,DATSPR.SAV,program,high-level (runtime library linked),text,en,ascii,exited,,"Code generator from the K minesweeper's toolchain: reads the binary sprite data K.DAT (compiled-in name) and WRITES SPR.PAS - a Pascal module with procedure GETTABSPR holding the whole 64-sprite table as assignments. Proved working: with K.DAT alongside it runs clean and produces the 21-block SPR.PAS; without it, it dies at END OF FILE. Source DATSPR.PAS and its K.DAT both survive inside PROGS.DSK (LBN 59 and 66)",DATSPR.PAS read out of PROGS.DSK + a live run 2026-09-05 that generated SPR.PAS,2,bb3420d24b8850f53b69147a9f2864f147c5b68a1b98926eeabcb22297397117
programs/vvv/minesweeper/K.COM,K.COM,command file,,,,,,,"Build recipe of the minesweeper: PAS1 K=K, MACRO K, LINK K,PASLIB,RND,PAS1,FORLIB, then run - the vvv104 disk1 / PAPER form (links the RND unit)",read 2026-09-06,3,7c360a72f4912e1e9ffcee9ce476cbf40051c5eec5cf9c6e9579a6363f0cdd99
programs/vvv/minesweeper/K.MAC,K.MAC,source,,,,,,,"MACRO-11 listing of the minesweeper (a disassembly-style listing, 000000 HALT ...); written in 256-byte records - every 512-byte block is half text, half zeros, identically in all three reads, so that is the file's own shape, not damage",three reads compared 2026-09-06,1,927a7e4fb11185c4e2f56426f71a9d18cdb0250323bf7f914b60b7bee76e6497
programs/vvv/minesweeper/K.PAS,K.PAS,source,,,,,,,"PROGRAM MINESWEEPER, the EARLIER version - the single-file source of K.SAV as the PAPER/disk1 kit carried it: a fixed 16x16 field with 40 mines, no menu and no win check yet, the 16x8 sprite blitter SETSPR writing straight into video RAM, LOADSPRT reading DK:K.SPT, cursor keys / space / Enter play, ESC N quits; RND and RANDOMIZE are EXTERNAL - the RND.PAS unit beside it, exactly as K.COM links them.  The later, modular version 1.01 is in v1.01/ (the directory dates do not tell them apart - both K.PAS carry 1995-04-01, and a PIP copy re-dates a file - the code does)",,2,8693d4852568974702611448ae37dbae7d7e8ce5fcc8c85a13bf677877f0aa63
programs/vvv/minesweeper/K.SAV,K.SAV,program,Pascal (source on the disks),graphics,en,ascii,failed 4/8,runtime error: DEVIDEBYZERO-FROMPC024534.,"Minesweeper by V. V. Voronkov in Pascal, 1995 (K.PAS is on the same disks); this build stops at once with ""DEVIDE BY ZERO - FROM PC 024534""",program screen,2,d13d3474d6524aba09be8153c857f1c3cd974e9b9f1f1008a0e6a2167ffd821f
programs/vvv/minesweeper/K.SPT,K.SPT,data,,,,,,,"The minesweeper's SPRITE TABLE: 64 sprites of 8 words (16x8 dots) each, 1024 bytes; K.PAS loads it with LOADSPRT('DK:K.SPT') - with it K paints its full board, without it dies at the door","K.PAS source (RESET(F,FILNAM,'SPT'), LOADSPRT) + probe 2026-09-05",2,c85b883c619414cb96645ab9328024b125604565300d62aab3a154bf391718b2
programs/vvv/minesweeper/PROGS.DSK,PROGS.DSK,data,,,ru+en,koi8-r,,,"Voronkov's logical-disk container (volume PROGRAMS, owner VVV, 208 blocks) with the whole workshop of the later, modular minesweeper: K.PAS (the menu-driven main program), MS.PAS and RND.PAS (two revisions of the game-logic module), SPR.PAS (sprite table + blitter), CHECK.PAS, DATSPR.PAS with K.DAT, the encoded help K.HLP - and some twenty small Pascal programs written around it (a starfield, the knight's tour, note frequencies, a DUMP inverter, a Norton Commander mock-up...).  The minesweeper files are unpacked in v1.01/ with the help decoded, the rest in the vvv folder above",directory and every file read 2026-09-06; K.HLP decoded with CODTXT in the emulator,1,f6da77542d219c077efe09dece6498f6378920498317e9708b66173eb5973c0b
programs/vvv/minesweeper/RND.OBJ,RND.OBJ,object/library,,,,,,,"Object module of the RND.PAS random-number unit, as LINKed into K.SAV",,2,660a3c23c7414775ee4090548033f361a3d9f16c4f8c0695c008a4a4b8407867
programs/vvv/minesweeper/RND.PAS,RND.PAS,source,,,,,,,"Random-number unit: Rnd(Seed) - a 16-bit multiplicative generator returning seed/32767 - and Randomize(Seed) seeded from the clock (time*1000); the unit the single-file K.PAS declares EXTERNAL and K.COM links (LINK K,PASLIB,RND,PAS1,FORLIB).  Not the RND.PAS inside PROGS.DSK, which is a revision of the game-logic module (the PAS1 'ZSK OVERFLOW' incident of the emulator work was that one)",read from the source 2026-09-06; K.COM of the same kit,2,b5169280eb8a49015616be0b3148f1132ce00d2152be489a75816913e91d85c3
programs/vvv/minesweeper/v1.01/CHECK.PAS,CHECK.PAS,source,,,,,,,"CHECK: an integrity check of the game's own .SAV - sums its words, compares with the stored checksum, halts with a rude message on a mismatch, then reads the sprite table appended to the file",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/DATSPR.PAS,DATSPR.PAS,source,,,,,,,source of DATSPR.SAV: reads K.DAT and writes SPR.PAS,read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/K.DAT,K.DAT,data,,,,,,,the sprite data DATSPR reads: 63 sprites of 8 words (an earlier revision of K.SPT),read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/K.HLP,K.HLP,data,,,,,,,"the game's help, two screens of text encoded with CODTXT's stream cipher (the first two bytes seed FORTRAN's RAN, every next byte is shifted by TRUNC(RAN*256)); decoded below",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/K.PAS,K.PAS,source,,,,,,,"the modular main program of the later minesweeper: the F9 menu (Help F1, New F2, Beginner/Intermediate/Expert F3-F5, Custom F6, Marker on/off, Best times, Exit, Version), the cursor moves, VZRYV (a mine goes off) and POBEDA (the field is cleared); the field, sprite and help code is in the modules below",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/MS.PAS,MS.PAS,source,,,,,,,"the game-logic module: SETPOLE lays the mines and draws the board, HELP reads and decodes K.HLP, BEGINNER 8x8/10, INTERMEDIATE 16x16/40, EXPERT 30x16/99; carries its own copy of the sprite table and blitter",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/RND.PAS,RND.PAS,source,,,,,,,"another revision of the same game-logic module (`{$E+}` separate compilation) that also holds CUSTOM, BESTTIMES, VERSION, MENU and the cursor/open/mark procedures - not the random-number unit of the same name in the parent folder",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/SPR.PAS,SPR.PAS,source,,,,,,,"the sprite module: GETTABSPR with the 63-sprite table as assignments (the output of DATSPR), SETSPR drawing a 16x8 sprite straight into video RAM in put/or/xor modes, PUTCUR/RESCUR for the board cursor",read out of PROGS.DSK 2026-09-06,,
programs/vvv/minesweeper/v1.01/TYGRF.PAS,TYGRF.PAS,source,,,,,,,a sprite-file viewer: asks for a file of 8-word sprites and draws them with SETSPR in either graphics mode - the blitter's test bench,read out of PROGS.DSK 2026-09-06,,
software/apps/ART.SAV,ART.SAV,program,assembler (no runtime library),graphics,ru,koi8-r,ran,,"Colour paint program: menu bar (print / file / attributes / brushes / mix / buffer, window / fill / zoom / text / shapes) and a mouse pointer",program screen,6,4addab020df1fbde631f8ea1b98c986cea54dc570dbb9e8ab0b6f251313b86ec
software/apps/DEF.SAV,DEF.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,"Fault-finding HANDBOOK (DEF = дефекты): a loader menu 'ЗАГРУЗКА ПРОГРАММЫ - СПРАВОЧНИК' (Cyrillic drawn with Latin glyphs) offering a search mode (Х) and monitor exit (Е); the baked-in texts are diagnostic verdicts - 'СИСТЕМА НЕИСПРАВНА НЕ УСТ. В 0', 'АВАРИЯ', 'НОРМА', 'задайте задержку T(мкс)=N*4'. Linked as a DEBUG build (OMSI Pascal Debugger V2.2 inside). In the CLI probe it paints the menu and ignores every key (Latin, KOI-7 and real Cyrillic alike) - likely raw РУС-keyboard input; worth trying in the GUI. Possibly the player half of the EDSP frame system on the same 062 disk",strings + live key experiments 2026-09-05,1,8de9d30f44dd37782749140a9fe9ffb3748f57f63b605f309c4a4bad0d45b9c2
software/apps/EDSP.SAV,EDSP.SAV,program,assembler (no runtime library),text,ru,koi8-r,ran,,"Frame ('кадр') EDITOR - an authoring tool with the menu Видео / Редактирование / Сжать / Сборка / Печать / Картотека and commands 'Записать кадр', 'Загрузить файл', 'Окно': courseware/reference frames assembled from a card-file, in the АОС tradition; plausibly the authoring half of DEF's handbook. The sole surviving build is 70% zeroed blocks - the confirmed-unreadable one among the eight truly broken",surviving menu strings 2026-09-05,1,e171c561fda7b38a581f99413fd0e8e52a9c9fbe917b1883f47a4e525eb7345c
software/apps/FCAD.SAV,FCAD.SAV,program,high-level (runtime library linked),graphics,ru+en,koi8-r,ran,,"FunctionCAD v1.1 for the MS-0515 (1994, A. V. Domnich): plots functions and draws them on an EM7052 pen plotter; F-key menu",program screen,1,f1efd762b7a0b03a02a833bf4a31545b848549d1da51dbcf09f95c605edb9ebe
software/apps/FCON.SAV,FCON.SAV,program,assembler (no runtime library),text,ru,koi8-r,ran 7/8,,"File-system converter (Омега, Львов, experimental, July 1993) bridging THREE worlds: RT-11 (any device, catalogue/delete/rename), DOS FAT floppies (root dir, volume label, capacity/free in KB, write-back), and ZX Spectrum TR-DOS (catalogue with start/length/sectors, both directions). Auto-detects 40/80-track SS/DS. Porting-pipeline features: marks files copied from TR-DOS as 'программа в кодах Spectrum для дизассемблера', converts Spectrum screen images, transcodes text between code pages. Needs SL.SYS fetched - absent on Rodionov's system, hence its one error cell in the cross. The very conveyor the Omega Spectrum ports came through",full string vocabulary + menu screenshot; SL dependency proved by load bisection; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,e8179a455487afdde5625282fb7d161d826f454b823401f8249a73c3ac117592
software/apps/GAUSS.CLC,GAUSS.CLC,data,,,,,,,"UKCALC worksheet («POWERR SPREADSHEET» header - UKCALC's own file format): solves a system of linear equations by Gauss elimination, cells with formulas like C3-C6*A3, B2/A2",read 2026-09-06,2,d39bba3a71dfd6a3179677dd328a79d09fc090587c5071fe8aaebf63505fc221
software/apps/KRAMER.CLC,KRAMER.CLC,data,,,,,,,"UKCALC worksheet: solves a 2x2 linear system by Cramer's rule - cells for the determinant («Det A =», A1*B2-B1*A2), Dx, and «x=», «y=»",read 2026-09-06,2,9f76d84b36f50ab1951e183d2bdce1d0edd67558fb91794158a91d2ac79ab48a
software/apps/TR7004.SAV,TR7004.SAV,program,high-level (runtime library linked),graphics,en,ascii,ran,,Keyboard trainer/test for the MS7004 keyboard (name after the keyboard model); prints what it receives,identified 2026-09-05; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,786724f31b3f22816cd99cce3c561ccd8cc184a640fdf5c78f8fb6a808ee0c53
software/apps/UKCALC.LST,UKCALC.LST,text,,,,,,,"Operator's manual of the UKCALC spreadsheet (listing form). Three reads of disk5 survived; this is the one clean one, the other two carry corrupt blocks",three disk5 reads compared 2026-09-06; canonical version picked in decisions.tsv,1,d22d7d5ef6dcc6f85749d119f98250f4eb4b0105e9ebc52ea485092c5b91498e
software/apps/UKCALC.SAV,UKCALC.SAV,program,assembler (no runtime library),text,en,ascii,ran,,"UKCALC, a large-format spreadsheet; has its own operator manual (UKCALC.LST)",RTK MIKRO manuals (disk5); shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,344089474944f063ec3aa279eb90595d4806b748774dadb3de519fe3f01bd810
software/apps/UMN.SAV,UMN.SAV,program,BASIC (source on the disks),graphics,ru,koi8-r,ran,,"Multiplication-table trainer in machine code («проверяем таблицу умножения»): move the cursor to the right digit and press ВК; «много ошибок» when you fail, «ещё раз д/н» at the end. Shipped as UMN.SAV; nothing to do with UMN.BAS beyond the topic",strings 2026-09-06; shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,0f2c6505944b3257c18542796a2ff0073babf35879a9269b9c6a4cfef5f272eb
software/apps/buhgal/AAUSER.MSH,AAUSER.MSH,data,,,,,,,"Registration block of the savings-bank workstation: branch identity '7503/0141 00010001' (отделение/филиал 7503/0141, window 0001) plus a few config words; the deposit records themselves live past the file area of the Buhgal disk",hex dump 2026-09-05,1,7acb930cd11239e7f16ed91b9b30cfefe103a122818aa4f69f34d5cc254456c7
software/apps/buhgal/KZARM.SAV,KZARM.SAV,program,assembler (no runtime library),text,,,needs 7/8,needs a printer,"Printer self-test of the savings-bank workstation ('КЗ АРМ' - контрольная задача): 'ПУ не готово! Когда будет готово, нажмите Y', repeat/exit prompts",its own strings,1,c463389c91345f49cfd034bb049c21e3e4edc1632771d3a45bdd68c2a1579209
software/apps/buhgal/PMK.SAV,PMK.SAV,program,assembler (no runtime library),text,ru,koi8-r,needs 6/8,needs companion files on its own floppy,"Savings-bank teller workstation, 'PMK Версия 1.2': deposits and payments (ВКЛАДЫ/ПЛАТЕЖИ), operational-day cycle (ОТКРЫТИЕ/ПЕРЕРЫВ/ПРОДОЛЖЕНИЕ/ИТОГИ/ЗАКЛЮЧЕНИЕ), deposit kinds incl. ДЕТСКИЙ and МОЛОДЕЖНО-ПРЕМИАЛЬНЫЙ. The Buhgal monitor autostarts it; it accesses its data past the file system, so it lives only on the byte-copy - where it boots into an operational day interrupted 03.04.02 (in use until 2002!). To enter: type the interrupted day's date, digits only (030402)","strings + live session 2026-09-05: booted the byte-copy, resumed the 2002 day to the ВКЛАДЫ/ПЛАТЕЖИ menu",1,ba7088e7f00166d6ed10847b75898f6178df131dba97d9e9fa1393c35e9a24af
software/apps/rbd-mikro/CHART.DOC,CHART.DOC,text,,,,,,,"Manual of the CHART graphics package of RBD-MIKRO (1988): bar/stacked/line/sector diagrams from a database, the command file format (OB, OC, TD, ZG...), keyboard table, and a sample bar chart drawn in pseudo-graphics. One stretch was lost in all three reads of disk5 - 153 bytes at the end of block 7, the description of the 'open database' command. It is restored here from INTRDB.DOC, the sister manual of the same package, which documents the same OB command in the same words (the text on both sides of the gap matches INTRDB's paragraph word for word); INTRDB's wording is a few bytes shorter, so the line is padded with spaces to keep every other byte in place",three disk5 reads + the matching paragraph of INTRDB.DOC 2026-09-06; canonical version picked in decisions.tsv,1,464b1c189aff7c340d5d42c4149beb5e73b5bd3a7e6956a0b2e92426483943d1
software/apps/rbd-mikro/COLRDB.SAV,COLRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Column-maintenance program of RBD-MIKRO,RBD-MIKRO manuals (disk5),1,a0423de1b48f54428b9b5f62fc11424b152d1640dcf51da9a2141b520f73eca9
software/apps/rbd-mikro/CRERDB.SAV,CRERDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Creates a database; part of RBD-MIKRO,RBD-MIKRO manuals (disk5),1,e5eca59004d94170d3077aaa86c0b30a9876e62554d37e704f903826b7b6e822
software/apps/rbd-mikro/EDDOC.DOC,EDDOC.DOC,text,,,,,,,RUNOFF manual: «Технологический комплекс РТК МИКРО - средства генерации документов» - the document-generator of the РБД-МИКРО system,title lines 2026-09-06,1,f891a9dc10750c616d00136eabe61b38b646d51c572e3ee0e43704e20fd6c15c
software/apps/rbd-mikro/EDRDB.SAV,EDRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Database editor; part of RBD-MIKRO,RBD-MIKRO manuals (disk5),1,3989e225f212146ba1bdeb6a8a2622074eac09aa1830fe27761691844428ace3
software/apps/rbd-mikro/GENRDB.DOC,GENRDB.DOC,text,,,,,,,RUNOFF manual: «РТК МИКРО - реляционная СУБД для микро-ЭВМ» - the database generator,title lines 2026-09-06,1,6821ef31460b8dcde445f5836e05e295c5df18e50e9f00f2a00d6a1e566aa4a0
software/apps/rbd-mikro/GENRDB.SAV,GENRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Task generator of RBD-MIKRO,RBD-MIKRO manuals (disk5); shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,f1382725169d00e7cd1db32f43f9f5df489bdf5ef6d93615a48de47d0f9af477
software/apps/rbd-mikro/INTRDB.DOC,INTRDB.DOC,text,,,,,,,"RUNOFF manual: «РТК МИКРО - реляционная СУБД для микро-ЭВМ», the introduction to РБД-МИКРО",title lines 2026-09-06,1,1309670b6206af8833cc37aad0ae6f6b2caad2be4af2bea2d907a169687cfa99
software/apps/rbd-mikro/MENU.DOC,MENU.DOC,text,,,en,ascii,,,RUNOFF manual: «РТК МИКРО - система меню» - the programmer's menu shell of the complex (the largest of the set),title lines 2026-09-06,1,7d83b6dd300b475d8cc904142ec5e14e828c25f736b92de0fd161018c73b4e07
software/apps/rbd-mikro/MERRDB.SAV,MERRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Merges two databases; part of RBD-MIKRO,RBD-MIKRO manuals (disk5),1,dffdc87ad674b68986fcaaad39432b7b95c062b6f59c92fa7c677afcfe03857a
software/apps/rbd-mikro/RDBEK.DOC,RDBEK.DOC,text,,,,,,,RUNOFF manual: «РТК МИКРО - реляционная СУБД для микро-ЭВМ» - the operator's (эксплуатационная) part,title lines 2026-09-06,1,ea476fe1d20fae73307aed448cb10a9eca2e2e25b9ce3e40bf582f69cb586d4d
software/apps/rbd-mikro/RDBPR.DOC,RDBPR.DOC,text,,,en,ascii,,,RUNOFF manual: «РТК МИКРО - реляционная СУБД для микро-ЭВМ» - the programmer's part,title lines 2026-09-06,1,62c6adf33ddd06a74e118ee642f3d99a646bd391433f27294efaadfb19d50e3f
software/apps/rbd-mikro/RETRDB.SAV,RETRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Query program of the RBD-MIKRO relational DBMS; the document generator (EDDOC) plugs into it,RBD-MIKRO manuals (disk5); shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,4aba763a8b73100bc951aaa00a486818be03ae92e72b8c3950384f0d8bba0abd
software/apps/rbd-mikro/SORRDB.SAV,SORRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Sorts a database; part of RBD-MIKRO,RBD-MIKRO manuals (disk5),1,87cb74fc49b7aa0629d7fa153f293f5c5bb515e2d9932c36cbb148175041e4d9
software/apps/rbd-mikro/UNIRDB.SAV,UNIRDB.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Joins databases of the same shape; part of RBD-MIKRO,RBD-MIKRO manuals (disk5); shipped as .SAV: the .EXE name is the collector's later renaming on disk4,1,10c2aaace89fccf0a3bee3baae56e6c87719c8353f4b52df7d2a182141029d5d
software/games/BIRDS.SAV,BIRDS.SAV,program,assembler (no runtime library),graphics,,,ran,,Colour arcade game with a score and wave banner across the top,program screen,7,c6dde7f70e98bb76911af562a39e79254b02a091c40132e17c4d1a6091e9e69c
software/games/DERBY.SAV,DERBY.SAV,program,assembler (no runtime library),text,ru+en,koi8-r,ran,,Horse-racing game; asks the player for a rank (1-7),program screen,2,aad31bccf552c3a3842cfccb364d8a6bf59ba5cd1952b49d33bb346cd5ced255
software/games/EXPRES.SAV,EXPRES.SAV,program,assembler (no runtime library),graphics,en,ascii,ran,,"Arcade game set on a moving train, 1990; score line reads TOP / SCORE / TIME / CAR / STG",program screen,6,c099088f83bc2b8dc46df1b418f3d447509e87237a639f6ece44724e08443878
software/games/EXPRES.TXT,EXPRES.TXT,text,,,,,,,"The rules of EXPRES in KOI-7 («игра начинается с демонстрации нескольких попыток…»): Enter to start, three tries to reach the middle of the train…",read 2026-09-06,5,248e2144eeaf1777c91090006a7e91516c9d742d969f06eeecb169bc00ecc46d
software/games/GO1.SAV,GO1.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Board game (go); first asks whether to print the game on the line printer,program screen,2,39e5f6c84047f38fd9752e857ab7c9994a37cb00c1d3110cbebe1bbfe64b9891
software/games/KALAHI.SAV,KALAHI.SAV,program,high-level (runtime library linked),,en,ascii,ran,,"Kalah (mancala) against the machine; asks whether side A is played by the machine or a person. The same program as KALAH.SAV of the System2/bg0515 disks, which differs by ONE bit (0o10244: MOV 2(SP),@4(SP) rotted into MOV 10252,@4(SP)) - this copy is the sound one and the only one shipped",byte diff + disassembly 2026-09-05,2,0a8f7c895cd7b9231a65ede75be2a3a9a5b831d3e354186c6e451ff8037e5e97
software/games/KAM1.SAV,KAM1.SAV,program,high-level (runtime library linked),text,en,ascii,ran,,Stops with ?I/O ERROR: RESET FAILURE on DK:KAMENS.DAT - it needs that data file next to it,program screen,2,f10783e4156e17f4c76ff58872039c3ff1ae567bf1dd676adc90606710957578
software/games/KAMENS.DAT,KAMENS.DAT,data,,,,,,,"The level maps of KAM1: text pictures drawn with @ characters, a header of two numbers per level (16 x 10 cells)",read 2026-09-06,2,4f69261194cbb0cf2781fba7b7011359445c561258e60e762e2803c43315c965
software/games/KING.DAT,KING.DAT,data,,,,,,,"The saved kingdom of KING.SAV: one block of counters (grain, population, land…) the game reads at start",bytes 2026-09-06,3,31938e66077ef5aa83d94e03f2c2b80f494891e04dbd787db8f991cdc01649ce
software/games/KING.SAV,KING.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,"Kingdom simulation ""Korolevstvo Eyforiya"": asks how many years you intend to reign",program screen,2,f7cae66627e538cb2ead6dc5c79b481be0f2f3468e9e514234e1937df36cf70e
software/games/KOSTI.SAV,KOSTI.SAV,program,high-level (runtime library linked),,,,ran,,Dice game; offers instructions first (y/n),program screen,1,94d1a20b0b8c77019debce724dde1206d0990b18a34de336ffe5bf431f2b7c6b
software/games/LOTOS.SAV,LOTOS.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,"""Lotos game"": menu of S-speed, R-rank, N-quit, D-start",program screen,2,ac6bfe7d6521cfc4f5dac9d26b6aadddc95560df5f093a70a2c635ff9d7a3eaa
software/games/LOVE.SAV,LOVE.SAV,program,high-level (runtime library linked),text,ru+en,koi8-r,ran,,"Questionnaire ""attitude to the opposite sex""; asks the player's name",program screen,1,4c876c6503579d052ba14e3c29028afe5f67f6bda7bf28953e08e7aa84c5c465
software/games/MARS.SAV,MARS.SAV,program,assembler (no runtime library),text,,,ran,,"Martian-invaders game, Russian KOI-7 edition: shoot Martians, intercept bombs (scoreboard: уничтожено марсиан / перехвачено бомб / пущено ракет / повреждение установки), with a persistent PLAYER REGISTRY and class-marathon progression ('вы приглашаетесь на марафонский забег в классе...', 'не суетись под клиентом!'). Wants DK:MARS.DAT (RAD50 filespec in the binary) - the registry is lost, a zeroed stand-in is rejected, and login loops forever; the game proper is unreachable until MARS.DAT's format is reverse-engineered. MARS2.SAV is the same binary in German - the game likely arrived from a German PDP-11 source",strings + RAD50 scan + live registration attempts 2026-09-05,2,d84a2812f51750b2e1bd5808a73e38a5def6740d163ed058e4ff113934f121ec
